# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "/data/input.gtf" "-o" "/data/output/featureCounts.tsv" "-T" "1" "-s" "0" "-p" "/data/input.bam"
Geneid	Chr	Start	End	Strand	Length	/data/input.bam
ENSG00000271793	6;6;6;6;6;6;6;6	86267696;86275050;86277252;86281855;86282016;86283976;86322550;86324699	86267778;86275137;86277295;86281933;86282092;86284096;86322638;86324952	-;-;-;-;-;-;-;-	835	0
ENSG00000135316	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	86318053;86323824;86324699;86328536;86328536;86328986;86328986;86332200;86332200;86333695;86333695;86346685;86346685;86346796;86346961;86346961;86346961;86349939;86349939;86349939;86350164;86350164;86350164;86351010;86351010;86351010;86352515;86352515;86353468	86322641;86325065;86325065;86328657;86328657;86329135;86329135;86332405;86332405;86333830;86333830;86346861;86346861;86346861;86347074;86347074;86347074;86350046;86350046;86350046;86350282;86350282;86350282;86351169;86351169;86351169;86353003;86352709;86353510	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7655	316
ENSG00000236016	6	86340080	86340995	+	916	0
ENSG00000220563	6	86369610	86370324	-	715	0
ENSG00000203875	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	86370710;86373405;86375570;86375722;86386725;86386800;86386800;86386802;86386802;86386802;86386802;86386846;86387012;86387047;86387142;86387142;86387142;86387142;86387142;86387142;86387142;86387142;86387142;86387187;86387307;86387513;86387513;86387513;86387513;86387513;86387672;86387672;86387672;86387672;86387672;86387672;86387854;86387854;86387854;86387854;86387854;86387854;86387854;86387854;86387854;86387854;86388121;86388412;86388412;86388412	86370852;86373444;86375865;86375865;86386909;86386909;86386909;86386909;86386909;86386909;86386909;86387750;86387086;86387210;86387210;86387210;86387210;86387210;86387210;86387711;86387210;86387210;86387210;86387210;86387376;86387593;86387977;86387593;86387750;86387593;86387750;86387750;86387750;86387750;86387750;86387750;86387906;86387917;86387906;86388440;86387906;86388238;86388370;86388420;86388438;86387906;86388291;86388451;86388451;86388451	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2206	78
ENSG00000217334	6	86441089	86441729	+	641	0
ENSG00000198738	6	86445462	86445639	-	178	0
ENSG00000222686	6	86461299	86461471	+	173	0
ENSG00000200427	6	86487357	86487473	-	117	0
ENSG00000218766	6	86578671	86579182	+	512	0
ENSG00000202103	6	86702739	86702877	-	139	0
ENSG00000220069	6	86796133	86796852	-	720	0
ENSG00000217272	6	86880165	86880736	-	572	0
ENSG00000220831	6;6	86923955;86923965	86924294;86924297	-;-	343	0
ENSG00000219500	6	87141962	87142387	+	426	0
ENSG00000243124	6	87145570	87145854	+	285	0
ENSG00000221101	6	87183205	87183313	-	109	0
ENSG00000218561	6	87439426	87439826	-	401	0
ENSG00000219190	6	87478240	87478650	-	411	0
ENSG00000217769	6	87606836	87607139	+	304	0
ENSG00000220240	6	87607265	87607401	+	137	0
ENSG00000168830	6;6	87647024;87724868	87647541;87726349	+;+	2000	0
ENSG00000214457	6	87680184	87680911	+	728	0
ENSG00000217169	6	87709763	87710009	-	247	0
ENSG00000217776	6	87779874	87780179	-	306	0
ENSG00000252697	6	87792951	87793254	+	304	0
ENSG00000135346	6;6;6;6	87795216;87795968;87797831;87804731	87795551;87796152;87797925;87804824	-;-;-;-	710	0
ENSG00000215477	6	87831411	87832406	-	996	0
ENSG00000272008	6	87860877	87865003	-	4127	0
ENSG00000188994	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	87862551;87864909;87865267;87865281;87865283;87865294;87865299;87865339;87879392;87923432;87923456;87924716;87925621;87925621;87925621;87925621;87925621;87925621;87926017;87926017;87926017;87926017;87926017;87928314;87928314;87928314;87928314;87928314;87932488;87932488;87932488;87943043;87943058;87943242;87953193;87953193;87953193;87953193;87955221;87955221;87955221;87959030;87964368;87964368;87964368;87969793	87862587;87865079;87865477;87865477;87865477;87865477;87865477;87865477;87880082;87923583;87923583;87924860;87925775;87925775;87925680;87925775;87925775;87925775;87926095;87926095;87926095;87926095;87926095;87928449;87928449;87928449;87928449;87928449;87932585;87932622;87933654;87943245;87943245;87943245;87953329;87953329;87953285;87953329;87955362;87955362;87955362;87959184;87964767;87971638;87973914;87970363	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13128	62
ENSG00000218313	6	87883086	87884021	-	936	0
ENSG00000164411	6;6;6;6;6;6;6;6;6;6	87992696;87992697;87994143;88001651;88032001;88032584;88032584;88032584;88038856;88038856	87994657;87994657;87994657;88001706;88032392;88032795;88032761;88032761;88038959;88038996	-;-;-;-;-;-;-;-;-;-	2763	0
ENSG00000216990	6	88008490	88010165	+	1676	0
ENSG00000111850	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88032301;88032306;88032311;88032327;88032350;88040410;88040410;88040410;88046727;88046727;88046727;88046727;88046727;88049834;88049834;88049834;88049834;88050944	88032350;88032350;88032350;88032350;88032596;88040430;88040430;88040668;88046884;88046884;88046884;88046884;88046884;88050222;88052043;88052040;88051477;88051496	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2923	0
ENSG00000226524	6;6;6;6;6;6;6;6;6;6;6;6;6;6	88032323;88046727;88081311;88084406;88085178;88085180;88101498;88101498;88102443;88102443;88107961;88107961;88109152;88109152	88032350;88046884;88081430;88088320;88085428;88085428;88101553;88101595;88102560;88102560;88108095;88108095;88109317;88109459	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4880	0
ENSG00000203872	6;6;6;6;6;6;6;6;6;6;6;6	88054567;88057220;88058530;88060112;88065862;88066019;88066019;88068811;88074679;88074679;88074679;88074679	88054965;88058624;88058624;88060219;88066221;88066221;88066221;88068919;88075036;88075180;88075181;88075181	+;+;+;+;+;+;+;+;+;+;+;+	2884	0
ENSG00000203871	6;6	88106840;88109156	88108095;88109467	+;+	1568	0
ENSG00000272514	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88117701;88117731;88117744;88118207;88119553;88119553;88119553;88119557;88120303;88120303;88120303;88120303;88123528;88123528;88123528;88123528;88125281;88125404;88125404;88125404;88126387;88126387;88126387;88126387;88127926;88127926;88127926;88127926;88136244;88136244;88136244;88138344;88138344;88138344;88140751;88140751;88140751;88144578;88144578;88144578;88170740;88170740;88173738;88173738	88117807;88117807;88117807;88118496;88119665;88119665;88119665;88119665;88120386;88120386;88120386;88120386;88123618;88123618;88123618;88123618;88125592;88125592;88125592;88125592;88126545;88126545;88126545;88126545;88128049;88128134;88128134;88128134;88136363;88136363;88136363;88138542;88138542;88138542;88140891;88140891;88140891;88144771;88145775;88144771;88170883;88170883;88174178;88174183	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3613	0
ENSG00000213204	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88117730;88119553;88120303;88123528;88125404;88126387;88127926;88136244;88138344;88140751;88144578;88146409;88146451;88170740;88170740;88170740;88173738;88173738;88173738;88187080;88187080;88187080;88197776;88205793;88210226;88210876;88216100;88216599;88218138;88218759;88221117	88117807;88119665;88120386;88123618;88125592;88126545;88128134;88136363;88138542;88140891;88144771;88146528;88146524;88170883;88170883;88170883;88174028;88174028;88174028;88187153;88187257;88187257;88197820;88205858;88210385;88211028;88216166;88216779;88218314;88218893;88221352	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3530	2
ENSG00000216324	6	88135513	88135806	-	294	0
ENSG00000218793	6	88150883	88151864	-	982	0
ENSG00000218698	6	88154113	88154893	-	781	0
ENSG00000164414	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88180341;88182643;88182692;88182695;88182722;88187080;88187080;88187080;88187080;88187080;88210226;88210226;88210226;88210226;88210876;88210876;88210876;88210876;88210876;88216100;88216100;88216100;88218138;88218138;88218138;88218759;88218759;88218759;88218759;88218759;88221117;88221117;88221117;88221117;88221117	88180431;88182737;88182737;88182737;88182737;88187257;88187257;88187257;88187257;88187257;88210385;88210385;88210385;88210385;88211028;88211028;88211028;88211028;88211028;88216166;88216166;88216166;88218314;88218314;88218314;88218893;88218893;88218893;88218893;88218893;88221244;88222054;88221567;88222048;88221521	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1994	8
ENSG00000206715	6	88198163	88198270	+	108	0
ENSG00000146282	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88224096;88224125;88224675;88224675;88225551;88226524;88226524;88227887;88228194;88228348;88228542;88228542;88229301;88229898;88231182;88234275;88239260;88240502;88251636;88255334;88255334;88258309;88258309;88265126;88265126;88272420;88272420;88273848;88273848;88274262;88279235;88279235;88299640	88224217;88224217;88224738;88224738;88225664;88226598;88226598;88227982;88228457;88228457;88228949;88228609;88229425;88229974;88231242;88234370;88239366;88240660;88251712;88255417;88255417;88258364;88258364;88265223;88265223;88272503;88272503;88273950;88273950;88274380;88279308;88279308;88299721	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2545	22
ENSG00000135336	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88299839;88299848;88299853;88299861;88299863;88304071;88304071;88304071;88304071;88304071;88304245;88304260;88304890;88311502;88311502;88311502;88313102;88313102;88313102;88313102;88315635;88315635;88315635;88315635;88317391;88317391;88317391;88317391;88317391;88318814;88318814;88318814;88318814;88318814;88321807;88321807;88321807;88321807;88326032;88326032;88326032;88326032;88331072;88331072;88331072;88331072;88331668;88331668;88331668;88331668;88344563;88344563;88344563;88344563;88346125;88346125;88346125;88346125;88360648;88360891;88362834;88362834;88362834;88362834;88362834;88366621;88366621;88366624;88366624;88367639;88367639;88367639;88367639;88372721;88372721;88372721;88372721;88374461;88374461;88374461;88375472;88375472;88375472;88376736;88376736;88376736	88299910;88299910;88299910;88299910;88299910;88304125;88304125;88304125;88304125;88304125;88304331;88304331;88305155;88311599;88311599;88311599;88313246;88313246;88313246;88313246;88315739;88315739;88315739;88315739;88317542;88317542;88317542;88317542;88317542;88319249;88318947;88318947;88318947;88318947;88321966;88321966;88321966;88321966;88326145;88326145;88326145;88326145;88331205;88331205;88331205;88331205;88331731;88331731;88331731;88331731;88344679;88344679;88344679;88344679;88346204;88346204;88346204;88346204;88361110;88361110;88362932;88362967;88362967;88362967;88362967;88366700;88366700;88366700;88366700;88367736;88367736;88367736;88367736;88372760;88372862;88372862;88372862;88374577;88374577;88374577;88375551;88375551;88375551;88376883;88377169;88377169	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3633	38
ENSG00000135334	6;6;6;6;6;6;6	88384790;88385578;88387536;88391338;88410228;88411168;88411168	88385325;88385649;88387685;88391481;88410564;88411243;88411927	-;-;-;-;-;-;-	1999	33
ENSG00000238628	6	88430633	88430736	+	104	0
ENSG00000207131	6	88535891	88536003	-	113	0
ENSG00000240997	6	88555368	88555663	+	296	0
ENSG00000211983	6	88557263	88557350	-	88	0
ENSG00000271114	6	88601142	88601587	+	446	0
ENSG00000118434	6;6;6;6;6;6;6;6;6;6;6;6;6	88757507;88763664;88767330;88768434;88769171;88769171;88769171;88773798;88773817;88774004;88775900;88775900;88775900	88757831;88763720;88767431;88768540;88769306;88769306;88769306;88773937;88773937;88774195;88776550;88776550;88776550	+;+;+;+;+;+;+;+;+;+;+;+;+	1710	0
ENSG00000118432	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	88849583;88849583;88849583;88849595;88852963;88853575;88853575;88853575;88853575;88854760;88854891;88854891;88854932;88857383;88857383;88872676;88873976;88873976;88875466;88875522;88875522	88855056;88855056;88855056;88855056;88855084;88854832;88855056;88854723;88854723;88855056;88854977;88854993;88854993;88857525;88860882;88872743;88874013;88874062;88875767;88875634;88876078	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9770	4
ENSG00000220131	6	88974877	88975230	+	354	0
ENSG00000220267	6	88985601	88986708	-	1108	0
ENSG00000234426	6;6;6	89008669;89033719;89130663	89008737;89033864;89130752	-;-;-	305	0
ENSG00000111880	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	89319985;89319989;89322082;89323991;89323991;89323991;89387713;89388072;89388072;89388072;89479493;89479493;89479493;89479493;89511283;89511283;89554076;89554076;89554076;89554076;89559474;89559474;89559474;89559474;89563348;89563348;89563348;89563348;89600214;89600214;89600214;89600214;89601525;89601525;89601525;89601525;89614434;89614434;89614434;89614434;89616084;89616084;89616084;89616084;89638704;89638704;89638704;89638704;89638883;89638883;89638883;89638883;89650790;89650790;89650790;89673065;89673065;89673065;89673065	89322601;89322601;89322601;89324114;89324114;89324114;89388138;89388138;89388138;89388138;89479593;89479593;89479593;89479593;89511351;89511351;89554240;89554240;89554240;89554240;89559545;89559545;89559545;89559545;89563483;89563483;89563483;89563483;89600315;89600315;89600315;89600315;89601634;89601634;89601634;89601634;89614674;89614674;89614674;89614674;89616159;89616159;89616159;89616159;89638792;89638792;89638792;89638792;89638986;89638986;89638986;89638986;89650899;89650899;89650899;89673280;89673337;89673348;89673315	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4826	30
ENSG00000222145	6	89423961	89424149	-	189	0
ENSG00000203863	6	89674246	89676685	+	2440	0
ENSG00000220130	6	89711267	89711533	+	267	0
ENSG00000220960	6	89769347	89769828	+	482	0
ENSG00000223001	6	89773219	89773409	-	191	0
ENSG00000271931	6	89789883	89790386	-	504	0
ENSG00000146278	6;6;6;6;6;6	89790470;89790497;89791555;89793472;89793472;89793472	89790692;89791153;89792454;89793916;89794064;89794879	+;+;+;+;+;+	2992	24
ENSG00000264017	6	89800665	89800959	+	295	0
ENSG00000154548	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	89805678;89808572;89808656;89814838;89814838;89814838;89814864;89815146;89815146;89815146;89815200;89816400;89816400;89816873;89827542;89827542;89827542	89808666;89808666;89808666;89814979;89815535;89814979;89814979;89815257;89815685;89815249;89815269;89816743;89816746;89816977;89827724;89827694;89827800	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4548	0
ENSG00000146281	6;6;6;6;6;6;6	89855769;89858984;89862762;89864467;89868044;89871502;89871828	89856328;89859132;89862904;89864621;89868179;89871609;89875284	+;+;+;+;+;+;+	4708	10
ENSG00000146276	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	89887220;89887223;89888318;89888489;89890011;89890011;89890011;89890011;89891624;89891624;89891624;89891624;89895029;89895029;89895029;89895029;89899884;89899884;89899884;89899884;89907739;89907739;89907739;89907739;89909081;89909081;89909081;89909081;89910878;89910878;89910878;89910878;89913154;89913154;89913154;89914315;89914315;89915190;89926920;89926920;89926920;89926920;89930994;89940935	89888782;89888782;89888782;89888782;89890207;89890207;89890207;89890207;89891776;89891776;89891776;89891776;89895169;89895169;89895169;89895169;89899966;89899966;89899966;89899966;89907962;89907962;89907962;89907962;89909148;89909148;89909148;89909148;89910984;89910984;89910984;89910984;89913204;89913204;89913204;89914413;89914413;89915463;89926980;89927496;89927496;89927152;89931165;89940997	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3772	0
ENSG00000111886	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	89966927;89967239;89967239;89974131;89974131;89974131;89975332;89975332;89975332;89977398;89977398;89977398;89977733;89977733;89977733;89978730;89978730;89978730;89980112;89981374;89981374;89981374;90009478;90009478;90009478;90024772;90024772;90024772	89967700;89967700;89967700;89974327;89974327;89974327;89975484;89975484;89975484;89977538;89977538;89977538;89977815;89977815;89977815;89978953;89978953;89979072;89980228;89981441;89981441;89981441;90009584;90009584;90009584;90025018;90024967;90025018	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2230	0
ENSG00000220418	6	90011502	90012833	+	1332	0
ENSG00000198833	6;6;6;6;6;6;6;6	90036344;90042805;90045021;90047924;90048178;90052043;90053402;90062258	90039676;90042924;90045150;90048029;90048262;90052174;90053475;90062567	-;-;-;-;-;-;-;-	4290	161
ENSG00000025039	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90074355;90074717;90082156;90082156;90087390;90087390;90087424;90088943;90088943;90088943;90089887;90089887;90089887;90097014;90097014;90121053;90121565;90121565	90077926;90077926;90082304;90082304;90087532;90087532;90087532;90089057;90089057;90089057;90090086;90090086;90090086;90097309;90097309;90121224;90121789;90121989	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5072	16
ENSG00000218965	6;6	90131818;90132606	90132264;90132767	-;-	609	0
ENSG00000135299	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90142889;90142923;90142928;90142932;90193122;90214676;90218565;90218872;90272120;90272350;90272505;90272564;90276553;90276553;90276553;90276553;90276553;90276553;90276553;90276553;90276553;90276553;90276649;90276695;90305635;90305635;90305635;90305635;90305635;90305635;90305635;90305635;90305635;90305635;90305635;90312712;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90312748;90315726;90315726;90315726;90315726;90315726;90315726;90315726;90315726;90315726;90321991;90321991;90321991;90321991;90321991;90321991;90321991;90321991;90321991;90323511;90323511;90323511;90323511;90323511;90323511;90323511;90323511;90323512;90326117;90326278;90326278;90326278;90326278;90326278;90326278;90326278;90326278;90326593;90327673;90327673;90327673;90327673;90327673;90327673;90327673;90327673;90330933;90331585;90331641;90331641;90331641;90331641;90331641;90331641;90331641;90333129;90333129;90333129;90333129;90333129;90333129;90333129;90333129;90333129;90333129;90333129;90333591;90333591;90333591;90333591;90333591;90333591;90333591;90333591;90333591;90333686;90334258;90334258;90334258;90334258;90334258;90334258;90334258;90334258;90334258;90334375;90337302;90337302;90337302;90337302;90337302;90337302;90337302;90337302;90337302;90337302;90337302;90337966;90338005;90338501;90338831;90338831;90338831;90338831;90338831;90338831;90338831;90338831;90338831;90338831;90338831;90340152;90340152;90340152;90340152;90340152;90340152;90340152;90340152;90340152;90340152	90143094;90143094;90143094;90143094;90193277;90214722;90218677;90218968;90272617;90272617;90272617;90272642;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90276815;90305733;90305733;90305733;90305733;90305733;90305733;90305733;90305733;90305733;90305733;90305733;90312846;90312846;90312846;90312790;90312846;90312834;90312846;90312846;90312768;90312846;90312846;90312846;90312846;90315824;90315761;90315824;90315824;90315824;90315824;90315824;90315824;90315824;90322089;90322089;90322089;90322089;90322089;90322089;90322089;90322089;90322089;90323609;90323609;90323609;90323609;90323520;90323609;90323609;90323609;90323609;90326376;90326376;90326376;90326376;90326376;90326376;90326376;90326376;90326376;90326675;90327750;90327750;90327750;90328129;90327750;90327750;90327750;90327750;90331745;90331745;90331745;90331745;90331745;90331745;90331745;90331745;90331745;90333263;90333232;90333263;90333179;90333263;90333263;90333263;90333263;90333263;90333263;90333263;90333776;90333776;90333776;90333776;90333776;90333776;90333776;90333776;90333776;90333776;90334410;90334410;90334410;90334410;90334410;90334410;90334410;90334410;90334410;90334410;90337415;90337415;90337415;90337415;90337415;90337415;90337397;90337415;90337415;90337415;90337415;90338060;90338060;90338957;90339195;90338957;90339194;90338942;90338957;90338957;90338942;90338957;90338942;90338957;90338957;90340228;90340274;90341217;90343373;90341196;90341219;90341055;90341216;90341302;90343553	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8329	2
ENSG00000239316	6	90187860	90188150	+	291	0
ENSG00000237027	6;6;6;6;6	90270594;90272109;90274966;90276609;90276609	90271249;90272355;90275078;90276690;90276763	-;-;-;-;-	1171	0
ENSG00000083099	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	90277863;90291245;90311320;90329316;90331098;90331440;90331440;90331440;90334208;90334208;90341943;90344526;90346576;90346632;90346746;90346767;90347444;90347444;90347444;90347444;90347461;90347461;90347461;90347461;90347461;90347461;90347991;90347991;90347991;90348123;90348123;90348123;90348391;90348391;90348391;90348391	90278031;90291357;90312828;90329923;90331667;90331667;90331667;90331667;90334321;90334321;90347072;90347072;90347072;90347072;90347072;90347072;90347601;90347601;90347601;90347601;90347601;90347601;90347601;90347601;90347601;90347601;90348151;90348120;90348216;90348202;90348205;90348201;90348468;90348472;90348453;90348453	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8679	4
